-- west build: running target ram_report
[0/1] cmd.exe /C "cd /D C:\ncs\ws-turkana\logi_reference\p_hids_keyb\build_nrf54l15_feat6\p_hids_keyb && C:\ncs\toolchains\b620d30767\opt\bin\python.exe C:/ncs/vturkana/zephyr/scripts/footprint/size_report -k C:/ncs/ws-turkana/logi_reference/p_hids_keyb/build_nrf54l15_feat6/p_hids_keyb/zephyr/zephyr.elf -z C:/ncs/vturkana/zephyr -o C:/ncs/ws-turkana/logi_reference/p_hids_keyb/build_nrf54l15_feat6/p_hids_keyb --workspace=C:/ncs/vturkana -d 99 ram"
Path                                                                                             Size       %  Address    Section    
==========================================================================================================================================
Root                                                                                            38608 100.00%  - 
├── (hidden)                                                                                     5629  14.58%  - 
├── (no paths)                                                                                  11170  28.93%  - 
        │   │   │   └── recycled_work                                                              16   0.04%  0x200009a8 datas
        │   │   ├── ecc.c                                                                         208   0.54%  - 
        │   │   │   ├── dh_key_cb                                                                   4   0.01%  0x20003c98 bss
        │   │   │   ├── dh_key_work                                                                16   0.04%  0x20000978 datas
        │   │   │   ├── ecc                                                                        96   0.25%  0x200049c2 bss
        │   │   │   ├── flags                                                                       4   0.01%  0x20003c94 bss
        │   │   │   ├── pub_key                                                                    64   0.17%  0x20004a22 bss
        │   │   │   ├── pub_key_cb_slist                                                            8   0.02%  0x20003c9c bss
        │   │   │   └── pub_key_work                                                               16   0.04%  0x20000988 datas
        │   │   ├── gatt.c                                                                        530   1.37%  - 
        │   │   │   ├── callback_list                                                               8   0.02%  0x20003eb4 bss
        │   │   │   ├── cf_cfg                                                                     64   0.17%  0x20003e68 bss
        │   │   │   ├── db                                                                          8   0.02%  0x20003eac bss
        │   │   │   ├── db_hash                                                                   120   0.31%  0x20002598 bss
        │   │   │   ├── gatt_delayed_store                                                         96   0.25%  0x20002538 bss
        │   │   │   ├── gatt_flags                                                                  4   0.01%  0x20003ea8 bss
        │   │   │   ├── gatt_sc                                                                    88   0.23%  0x20002610 bss
        │   │   │   ├── last_static_handle                                                          2   0.01%  0x200048fc bss
        │   │   │   ├── sc_ccc                                                                     36   0.09%  0x20000a3c datas
        │   │   │   ├── sc_cfg                                                                     48   0.12%  0x200048cc bss
        │   │   │   ├── sc_range                                                                    8   0.02%  0x200048c4 bss
        │   │   │   └── sc_restore_params                                                          48   0.12%  0x20003e38 bss
        │   │   ├── hci_core.c                                                                   2692   6.97%  - 
        │   │   │   ├── _net_buf_hci_cmd_pool                                                      56   0.15%  0x200089ac noinit
        │   │   │   ├── bt_workq                                                                  176   0.46%  0x200022e8 bss
        │   │   │   ├── cmd_data                                                                   24   0.06%  0x20003c78 bss
        │   │   │   ├── disconnected_handles                                                        4   0.01%  0x200048c0 bss
        │   │   │   ├── disconnected_handles_reason                                                 2   0.01%  0x200049c0 bss
        │   │   │   ├── hci_cmd_pool                                                               52   0.13%  0x20000f70 net_buf_pool_area
        │   │   │   ├── net_buf_data_hci_cmd_pool                                                 142   0.37%  0x2000891c noinit
        │   │   │   ├── ready_cb                                                                    4   0.01%  0x20003c90 bss
        │   │   │   ├── rx_thread_stack                                                          2200   5.70%  0x20005548 noinit
        │   │   │   ├── rx_work                                                                    16   0.04%  0x20000968 datas
        │   │   │   └── tx_work                                                                    16   0.04%  0x20000958 datas
        │   │   ├── keys.c                                                                        128   0.33%  - 
        │   │   │   └── key_pool                                                                  128   0.33%  0x20003ec0 bss
        │   │   ├── l2cap.c                                                                       176   0.46%  - 
        │   │   │   └── bt_l2cap_pool                                                             176   0.46%  0x20003cf0 bss
        │   │   ├── long_wq.c                                                                    2280   5.91%  - 
        │   │   │   ├── bt_long_wq                                                                176   0.46%  0x20002238 bss
        │   │   │   └── bt_lw_stack_area                                                         2104   5.45%  0x20004d10 noinit
        │   │   ├── settings.c                                                                     16   0.04%  - 
        │   │   │   └── store_id_work                                                              16   0.04%  0x20000948 datas
        │   │   └── smp.c                                                                         812   2.10%  - 
        │   │       ├── bondable                                                                    1   0.00%  0x20000ca1 datas
        │   │       ├── bt_smp_pool                                                               768   1.99%  0x20002668 bss
        │   │       ├── legacy_oobd_present                                                         1   0.00%  0x20004a64 bss
        │   │       ├── pub_key_gen                                                                36   0.09%  0x20000a78 datas
        │   │       ├── sc_oobd_present                                                             1   0.00%  0x20004a65 bss
        │   │       ├── sc_public_key                                                               4   0.01%  0x20003ebc bss
        │   │       └── sc_supported                                                                1   0.00%  0x20004a63 bss
        │   └── services                                                                            8   0.02%  - 
        │       ├── bas                                                                             1   0.00%  - 
        │       │   └── bas.c                                                                       1   0.00%  - 
        │       │       └── battery_level                                                           1   0.00%  0x20000c9f datas
        │       └── dis.c                                                                           7   0.02%  - 
        │           └── dis_pnp_id                                                                  7   0.02%  0x20000c98 datas
        └── settings                                                                               49   0.13%  - 
            └── src                                                                                49   0.13%  - 
                ├── settings.c                                                                     20   0.05%  - 
                │   └── settings_lock                                                              20   0.05%  0x20000e04 k_mutex_area
                ├── settings_init.c                                                                 1   0.00%  - 
                │   └── settings_subsys_initialized                                                 1   0.00%  0x2000490a bss
                └── settings_zms.c                                                                 28   0.07%  - 
                    └── settings_zms_itf                                                           28   0.07%  0x20000908 datas
==========================================================================================================================================
                                                                                                38608
