-- west build: running target ram_report
[0/1] cmd.exe /C "cd /D C:\ncs\vturkana\nrf\samples\logi_reference\peripheral_hids\build_nrf54l15_feat9\peripheral_hids && C:\ncs\toolchains\b620d30767\opt\bin\python.exe C:/ncs/vturkana/zephyr/scripts/footprint/size_report -k C:/ncs/vturkana/nrf/samples/logi_reference/peripheral_hids/build_nrf54l15_feat9/peripheral_hids/zephyr/zephyr.elf -z C:/ncs/vturkana/zephyr -o C:/ncs/vturkana/nrf/samples/logi_reference/peripheral_hids/build_nrf54l15_feat9/peripheral_hids --workspace=C:/ncs/vturkana -d 99 ram"
Path                                                                                             Size       %  Address    Section    
==========================================================================================================================================
Root                                                                                            44502 100.00%  - 
├── (hidden)                                                                                     4759  10.69%  - 
├── (no paths)                                                                                  10759  24.18%  - 
        │   │   ├── hci_core.c                                                                   2740   6.16%  - 
        │   │   │   ├── _net_buf_hci_cmd_pool                                                      56   0.13%  0x2000a134 noinit
        │   │   │   ├── bt_workq                                                                  232   0.52%  0x200023d8 bss
        │   │   │   ├── cmd_data                                                                   24   0.05%  0x20004210 bss
        │   │   │   ├── disconnected_handles                                                        4   0.01%  0x20004d1c bss
        │   │   │   ├── disconnected_handles_reason                                                 2   0.00%  0x20004d9f bss
        │   │   │   ├── hci_cmd_pool                                                               44   0.10%  0x20000e3c net_buf_pool_area
        │   │   │   ├── net_buf_data_hci_cmd_pool                                                 142   0.32%  0x2000a0a4 noinit
        │   │   │   ├── ready_cb                                                                    4   0.01%  0x20004228 bss
        │   │   │   ├── rx_thread_stack                                                          2200   4.94%  0x20006948 noinit
        │   │   │   ├── rx_work                                                                    16   0.04%  0x20000850 datas
        │   │   │   └── tx_work                                                                    16   0.04%  0x20000840 datas
        │   │   ├── keys.c                                                                        128   0.29%  - 
        │   │   │   └── key_pool                                                                  128   0.29%  0x20004424 bss
        │   │   ├── l2cap.c                                                                       168   0.38%  - 
        │   │   │   └── bt_l2cap_pool                                                             168   0.38%  0x20004294 bss
        │   │   ├── long_wq.c                                                                    2336   5.25%  - 
        │   │   │   ├── bt_long_wq                                                                232   0.52%  0x200022f0 bss
        │   │   │   └── bt_lw_stack_area                                                         2104   4.73%  0x20006110 noinit
        │   │   ├── settings.c                                                                     16   0.04%  - 
        │   │   │   └── store_id_work                                                              16   0.04%  0x20000830 datas
        │   │   └── smp.c                                                                         796   1.79%  - 
        │   │       ├── bondable                                                                    1   0.00%  0x20000be3 datas
        │   │       ├── bt_smp_pool                                                               752   1.69%  0x20002790 bss
        │   │       ├── legacy_oobd_present                                                         1   0.00%  0x20004e43 bss
        │   │       ├── pub_key_gen                                                                36   0.08%  0x2000095c datas
        │   │       ├── sc_oobd_present                                                             1   0.00%  0x20004e44 bss
        │   │       ├── sc_public_key                                                               4   0.01%  0x20004420 bss
        │   │       └── sc_supported                                                                1   0.00%  0x20004e42 bss
        │   └── services                                                                            8   0.02%  - 
        │       ├── bas                                                                             1   0.00%  - 
        │       │   └── bas.c                                                                       1   0.00%  - 
        │       │       └── battery_level                                                           1   0.00%  0x20000be2 datas
        │       └── dis.c                                                                           7   0.02%  - 
        │           └── dis_pnp_id                                                                  7   0.02%  0x20000bdb datas
        ├── settings                                                                               49   0.11%  - 
        │   └── src                                                                                49   0.11%  - 
        │       ├── settings.c                                                                     20   0.04%  - 
        │       │   └── settings_lock                                                              20   0.04%  0x20000d18 k_mutex_area
        │       ├── settings_init.c                                                                 1   0.00%  - 
        │       │   └── settings_subsys_initialized                                                 1   0.00%  0x20004d5c bss
        │       └── settings_nvs.c                                                                 28   0.06%  - 
        │           └── settings_nvs_itf                                                           28   0.06%  0x200006ec datas
        └── shell                                                                                3901   8.77%  - 
            ├── backends                                                                         3882   8.72%  - 
            │   └── shell_uart.c                                                                 3882   8.72%  - 
            │       ├── shell_transport_uart                                                        8   0.02%  0x20000740 datas
            │       ├── shell_transport_uart_shell_uart                                           216   0.49%  0x20002150 bss
            │       ├── shell_uart_ctx                                                            808   1.82%  0x20003b68 bss
            │       ├── shell_uart_fprintf_shell_fprintf_ctx                                        8   0.02%  0x20000708 datas
            │       ├── shell_uart_history                                                         16   0.04%  0x20000710 datas
            │       ├── shell_uart_history_ring_buf                                                32   0.07%  0x20000720 datas
            │       ├── shell_uart_history_ring_buf_data                                          512   1.15%  0x20009680 noinit
            │       ├── shell_uart_out_buffer                                                      30   0.07%  0x20004d62 bss
            │       ├── shell_uart_stack                                                         2048   4.60%  0x20005110 noinit
            │       ├── shell_uart_stats                                                            4   0.01%  0x20003b64 bss
            │       └── shell_uart_thread                                                         200   0.45%  0x20002088 bss
            └── modules                                                                            19   0.04%  - 
                └── devmem_service.c                                                               19   0.04%  - 
                    ├── bytes                                                                       4   0.01%  0x20003b60 bss
                    ├── chunk                                                                       2   0.00%  0x20004d60 bss
                    ├── chunk_element                                                               4   0.01%  0x20003b54 bss
                    ├── data                                                                        4   0.01%  0x20003b5c bss
                    ├── littleendian                                                                1   0.00%  0x20004d5f bss
                    └── sum                                                                         4   0.01%  0x20003b58 bss
==========================================================================================================================================
                                                                                                44502
